nb;t;date;jour;mois;an;joursem;vacances
462;0;02/01/2010;2;1;2010;Samedi;0
1021;0;04/01/2010;4;1;2010;Lundi;0
735;0;05/01/2010;5;1;2010;Mardi;0
604;0;06/01/2010;6;1;2010;Mercredi;0
466;0;07/01/2010;7;1;2010;Jeudi;0
434;0;08/01/2010;8;1;2010;Vendredi;0
192;0;09/01/2010;9;1;2010;Samedi;0
535;0;11/01/2010;11;1;2010;Lundi;0
395;0;12/01/2010;12;1;2010;Mardi;0
374;0;13/01/2010;13;1;2010;Mercredi;0
311;0;14/01/2010;14;1;2010;Jeudi;0
309;0;15/01/2010;15;1;2010;Vendredi;0
154;0;16/01/2010;16;1;2010;Samedi;0
359;0;18/01/2010;18;1;2010;Lundi;0
330;0;19/01/2010;19;1;2010;Mardi;0
388;0;20/01/2010;20;1;2010;Mercredi;0
369;0;21/01/2010;21;1;2010;Jeudi;0
310;0;22/01/2010;22;1;2010;Vendredi;0
195;0;23/01/2010;23;1;2010;Samedi;0
431;0;25/01/2010;25;1;2010;Lundi;0
401;0;26/01/2010;26;1;2010;Mardi;0
485;0;27/01/2010;27;1;2010;Mercredi;0
525;0;28/01/2010;28;1;2010;Jeudi;0
677;0;29/01/2010;29;1;2010;Vendredi;0
483;0;30/01/2010;30;1;2010;Samedi;0
1097;1;01/02/2010;1;2;2010;Lundi;0
740;1;02/02/2010;2;2;2010;Mardi;0
541;1;03/02/2010;3;2;2010;Mercredi;0
469;1;04/02/2010;4;2;2010;Jeudi;0
319;1;05/02/2010;5;2;2010;Vendredi;0
181;1;06/02/2010;6;2;2010;Samedi;1
350;1;08/02/2010;8;2;2010;Lundi;1
285;1;09/02/2010;9;2;2010;Mardi;1
243;1;10/02/2010;10;2;2010;Mercredi;1
171;1;11/02/2010;11;2;2010;Jeudi;1
180;1;12/02/2010;12;2;2010;Vendredi;1
61;1;13/02/2010;13;2;2010;Samedi;1
235;1;15/02/2010;15;2;2010;Lundi;1
248;1;16/02/2010;16;2;2010;Mardi;1
186;1;17/02/2010;17;2;2010;Mercredi;1
187;1;18/02/2010;18;2;2010;Jeudi;1
260;1;19/02/2010;19;2;2010;Vendredi;1
164;1;20/02/2010;20;2;2010;Samedi;1
461;1;22/02/2010;22;2;2010;Lundi;0
444;1;23/02/2010;23;2;2010;Mardi;0
480;1;24/02/2010;24;2;2010;Mercredi;0
565;1;25/02/2010;25;2;2010;Jeudi;0
766;1;26/02/2010;26;2;2010;Vendredi;0
475;1;27/02/2010;27;2;2010;Samedi;0
1158;2;01/03/2010;1;3;2010;Lundi;0
810;2;02/03/2010;2;3;2010;Mardi;0
512;2;03/03/2010;3;3;2010;Mercredi;0
386;2;04/03/2010;4;3;2010;Jeudi;0
356;2;05/03/2010;5;3;2010;Vendredi;0
194;2;06/03/2010;6;3;2010;Samedi;0
398;2;08/03/2010;8;3;2010;Lundi;0
337;2;09/03/2010;9;3;2010;Mardi;0
357;2;10/03/2010;10;3;2010;Mercredi;0
299;2;11/03/2010;11;3;2010;Jeudi;0
257;2;12/03/2010;12;3;2010;Vendredi;0
133;2;13/03/2010;13;3;2010;Samedi;0
346;2;15/03/2010;15;3;2010;Lundi;0
303;2;16/03/2010;16;3;2010;Mardi;0
316;2;17/03/2010;17;3;2010;Mercredi;0
274;2;18/03/2010;18;3;2010;Jeudi;0
258;2;19/03/2010;19;3;2010;Vendredi;0
160;2;20/03/2010;20;3;2010;Samedi;0
433;2;22/03/2010;22;3;2010;Lundi;0
393;2;23/03/2010;23;3;2010;Mardi;0
418;2;24/03/2010;24;3;2010;Mercredi;0
309;2;25/03/2010;25;3;2010;Jeudi;0
434;2;26/03/2010;26;3;2010;Vendredi;0
260;2;27/03/2010;27;3;2010;Samedi;0
727;2;29/03/2010;29;3;2010;Lundi;0
748;2;30/03/2010;30;3;2010;Mardi;0
1064;2;31/03/2010;31;3;2010;Mercredi;0
932;3;01/04/2010;1;4;2010;Jeudi;0
562;3;02/04/2010;2;4;2010;Vendredi;0
209;3;03/04/2010;3;4;2010;Samedi;1
529;3;06/04/2010;6;4;2010;Mardi;1
419;3;07/04/2010;7;4;2010;Mercredi;1
346;3;08/04/2010;8;4;2010;Jeudi;1
334;3;09/04/2010;9;4;2010;Vendredi;1
169;3;10/04/2010;10;4;2010;Samedi;1
306;3;12/04/2010;12;4;2010;Lundi;1
284;3;13/04/2010;13;4;2010;Mardi;1
281;3;14/04/2010;14;4;2010;Mercredi;1
221;3;15/04/2010;15;4;2010;Jeudi;1
236;3;16/04/2010;16;4;2010;Vendredi;1
122;3;17/04/2010;17;4;2010;Samedi;1
330;3;19/04/2010;19;4;2010;Lundi;0
402;3;20/04/2010;20;4;2010;Mardi;0
407;3;21/04/2010;21;4;2010;Mercredi;0
361;3;22/04/2010;22;4;2010;Jeudi;0
311;3;23/04/2010;23;4;2010;Vendredi;0
176;3;24/04/2010;24;4;2010;Samedi;0
419;3;26/04/2010;26;4;2010;Lundi;0
466;3;27/04/2010;27;4;2010;Mardi;0
471;3;28/04/2010;28;4;2010;Mercredi;0
613;3;29/04/2010;29;4;2010;Jeudi;0
868;3;30/04/2010;30;4;2010;Vendredi;0
930;4;03/05/2010;3;5;2010;Lundi;0
677;4;04/05/2010;4;5;2010;Mardi;0
540;4;05/05/2010;5;5;2010;Mercredi;0
380;4;06/05/2010;6;5;2010;Jeudi;0
386;4;07/05/2010;7;5;2010;Vendredi;0
397;4;10/05/2010;10;5;2010;Lundi;0
380;4;11/05/2010;11;5;2010;Mardi;0
445;4;12/05/2010;12;5;2010;Mercredi;0
271;4;14/05/2010;14;5;2010;Vendredi;0
128;4;15/05/2010;15;5;2010;Samedi;0
441;4;17/05/2010;17;5;2010;Lundi;0
371;4;18/05/2010;18;5;2010;Mardi;0
415;4;19/05/2010;19;5;2010;Mercredi;0
347;4;20/05/2010;20;5;2010;Jeudi;0
345;4;21/05/2010;21;5;2010;Vendredi;0
175;4;22/05/2010;22;5;2010;Samedi;0
493;4;25/05/2010;25;5;2010;Mardi;0
471;4;26/05/2010;26;5;2010;Mercredi;0
342;4;27/05/2010;27;5;2010;Jeudi;0
644;4;28/05/2010;28;5;2010;Vendredi;0
318;4;29/05/2010;29;5;2010;Samedi;0
1186;4;31/05/2010;31;5;2010;Lundi;0
878;5;01/06/2010;1;6;2010;Mardi;0
670;5;02/06/2010;2;6;2010;Mercredi;0
476;5;03/06/2010;3;6;2010;Jeudi;0
387;5;04/06/2010;4;6;2010;Vendredi;0
158;5;05/06/2010;5;6;2010;Samedi;0
473;5;07/06/2010;7;6;2010;Lundi;0
428;5;08/06/2010;8;6;2010;Mardi;0
363;5;09/06/2010;9;6;2010;Mercredi;0
221;5;10/06/2010;10;6;2010;Jeudi;0
243;5;11/06/2010;11;6;2010;Vendredi;0
149;5;12/06/2010;12;6;2010;Samedi;0
298;5;14/06/2010;14;6;2010;Lundi;0
291;5;15/06/2010;15;6;2010;Mardi;0
262;5;16/06/2010;16;6;2010;Mercredi;0
238;5;17/06/2010;17;6;2010;Jeudi;0
236;5;18/06/2010;18;6;2010;Vendredi;0
150;5;19/06/2010;19;6;2010;Samedi;0
401;5;21/06/2010;21;6;2010;Lundi;0
346;5;22/06/2010;22;6;2010;Mardi;0
432;5;23/06/2010;23;6;2010;Mercredi;0
212;5;24/06/2010;24;6;2010;Jeudi;0
466;5;25/06/2010;25;6;2010;Vendredi;0
187;5;26/06/2010;26;6;2010;Samedi;0
660;5;28/06/2010;28;6;2010;Lundi;0
835;5;29/06/2010;29;6;2010;Mardi;0
926;5;30/06/2010;30;6;2010;Mercredi;0
809;6;01/07/2010;1;7;2010;Jeudi;0
668;6;02/07/2010;2;7;2010;Vendredi;1
246;6;03/07/2010;3;7;2010;Samedi;1
590;6;05/07/2010;5;7;2010;Lundi;1
497;6;06/07/2010;6;7;2010;Mardi;1
420;6;07/07/2010;7;7;2010;Mercredi;1
308;6;08/07/2010;8;7;2010;Jeudi;1
358;6;09/07/2010;9;7;2010;Vendredi;1
137;6;10/07/2010;10;7;2010;Samedi;1
361;6;12/07/2010;12;7;2010;Lundi;1
396;6;13/07/2010;13;7;2010;Mardi;1
365;6;15/07/2010;15;7;2010;Jeudi;1
309;6;16/07/2010;16;7;2010;Vendredi;1
136;6;17/07/2010;17;7;2010;Samedi;1
310;6;19/07/2010;19;7;2010;Lundi;1
302;6;20/07/2010;20;7;2010;Mardi;1
298;6;21/07/2010;21;7;2010;Mercredi;1
310;6;22/07/2010;22;7;2010;Jeudi;1
198;6;23/07/2010;23;7;2010;Vendredi;1
96;6;24/07/2010;24;7;2010;Samedi;1
385;6;26/07/2010;26;7;2010;Lundi;1
419;6;27/07/2010;27;7;2010;Mardi;1
388;6;28/07/2010;28;7;2010;Mercredi;1
391;6;29/07/2010;29;7;2010;Jeudi;1
598;6;30/07/2010;30;7;2010;Vendredi;1
313;6;31/07/2010;31;7;2010;Samedi;1
700;7;02/08/2010;2;8;2010;Lundi;1
555;7;03/08/2010;3;8;2010;Mardi;1
389;7;04/08/2010;4;8;2010;Mercredi;1
384;7;05/08/2010;5;8;2010;Jeudi;1
324;7;06/08/2010;6;8;2010;Vendredi;1
131;7;07/08/2010;7;8;2010;Samedi;1
325;7;09/08/2010;9;8;2010;Lundi;1
354;7;10/08/2010;10;8;2010;Mardi;1
300;7;11/08/2010;11;8;2010;Mercredi;1
281;7;12/08/2010;12;8;2010;Jeudi;1
265;7;13/08/2010;13;8;2010;Vendredi;1
112;7;14/08/2010;14;8;2010;Samedi;1
379;7;16/08/2010;16;8;2010;Lundi;1
349;7;17/08/2010;17;8;2010;Mardi;1
356;7;18/08/2010;18;8;2010;Mercredi;1
350;7;19/08/2010;19;8;2010;Jeudi;1
407;7;20/08/2010;20;8;2010;Vendredi;1
219;7;21/08/2010;21;8;2010;Samedi;1
509;7;23/08/2010;23;8;2010;Lundi;1
586;7;24/08/2010;24;8;2010;Mardi;1
600;7;25/08/2010;25;8;2010;Mercredi;1
558;7;26/08/2010;26;8;2010;Jeudi;1
652;7;27/08/2010;27;8;2010;Vendredi;1
405;7;28/08/2010;28;8;2010;Samedi;1
1131;7;30/08/2010;30;8;2010;Lundi;1
1227;7;31/08/2010;31;8;2010;Mardi;1
1199;8;01/09/2010;1;9;2010;Mercredi;1
1070;8;02/09/2010;2;9;2010;Jeudi;0
967;8;03/09/2010;3;9;2010;Vendredi;0
557;8;04/09/2010;4;9;2010;Samedi;0
937;8;06/09/2010;6;9;2010;Lundi;0
785;8;07/09/2010;7;9;2010;Mardi;0
823;8;08/09/2010;8;9;2010;Mercredi;0
746;8;09/09/2010;9;9;2010;Jeudi;0
634;8;10/09/2010;10;9;2010;Vendredi;0
318;8;11/09/2010;11;9;2010;Samedi;0
776;8;13/09/2010;13;9;2010;Lundi;0
764;8;14/09/2010;14;9;2010;Mardi;0
589;8;15/09/2010;15;9;2010;Mercredi;0
560;8;16/09/2010;16;9;2010;Jeudi;0
502;8;17/09/2010;17;9;2010;Vendredi;0
276;8;18/09/2010;18;9;2010;Samedi;0
678;8;20/09/2010;20;9;2010;Lundi;0
567;8;21/09/2010;21;9;2010;Mardi;0
642;8;22/09/2010;22;9;2010;Mercredi;0
424;8;23/09/2010;23;9;2010;Jeudi;0
562;8;24/09/2010;24;9;2010;Vendredi;0
328;8;25/09/2010;25;9;2010;Samedi;0
672;8;27/09/2010;27;9;2010;Lundi;0
716;8;28/09/2010;28;9;2010;Mardi;0
951;8;29/09/2010;29;9;2010;Mercredi;0
1169;8;30/09/2010;30;9;2010;Jeudi;0
1038;9;01/10/2010;1;10;2010;Vendredi;0
528;9;02/10/2010;2;10;2010;Samedi;0
962;9;04/10/2010;4;10;2010;Lundi;0
684;9;05/10/2010;5;10;2010;Mardi;0
631;9;06/10/2010;6;10;2010;Mercredi;0
511;9;07/10/2010;7;10;2010;Jeudi;0
450;9;08/10/2010;8;10;2010;Vendredi;0
258;9;09/10/2010;9;10;2010;Samedi;0
467;9;11/10/2010;11;10;2010;Lundi;0
283;9;12/10/2010;12;10;2010;Mardi;0
387;9;13/10/2010;13;10;2010;Mercredi;0
370;9;14/10/2010;14;10;2010;Jeudi;0
303;9;15/10/2010;15;10;2010;Vendredi;0
184;9;16/10/2010;16;10;2010;Samedi;0
355;9;18/10/2010;18;10;2010;Lundi;0
347;9;19/10/2010;19;10;2010;Mardi;0
397;9;20/10/2010;20;10;2010;Mercredi;0
407;9;21/10/2010;21;10;2010;Jeudi;0
401;9;22/10/2010;22;10;2010;Vendredi;0
172;9;23/10/2010;23;10;2010;Samedi;1
460;9;25/10/2010;25;10;2010;Lundi;1
445;9;26/10/2010;26;10;2010;Mardi;1
474;9;27/10/2010;27;10;2010;Mercredi;1
408;9;28/10/2010;28;10;2010;Jeudi;1
700;9;29/10/2010;29;10;2010;Vendredi;1
421;9;30/10/2010;30;10;2010;Samedi;1
996;10;02/11/2010;2;11;2010;Mardi;1
956;10;03/11/2010;3;11;2010;Mercredi;1
665;10;04/11/2010;4;11;2010;Jeudi;0
534;10;05/11/2010;5;11;2010;Vendredi;0
255;10;06/11/2010;6;11;2010;Samedi;0
482;10;08/11/2010;8;11;2010;Lundi;0
414;10;09/11/2010;9;11;2010;Mardi;0
427;10;10/11/2010;10;11;2010;Mercredi;0
262;10;12/11/2010;12;11;2010;Vendredi;0
158;10;13/11/2010;13;11;2010;Samedi;0
415;10;15/11/2010;15;11;2010;Lundi;0
309;10;16/11/2010;16;11;2010;Mardi;0
285;10;17/11/2010;17;11;2010;Mercredi;0
293;10;18/11/2010;18;11;2010;Jeudi;0
246;10;19/11/2010;19;11;2010;Vendredi;0
223;10;20/11/2010;20;11;2010;Samedi;0
471;10;22/11/2010;22;11;2010;Lundi;0
439;10;23/11/2010;23;11;2010;Mardi;0
450;10;24/11/2010;24;11;2010;Mercredi;0
390;10;25/11/2010;25;11;2010;Jeudi;0
434;10;26/11/2010;26;11;2010;Vendredi;0
319;10;27/11/2010;27;11;2010;Samedi;0
915;10;29/11/2010;29;11;2010;Lundi;0
1134;10;30/11/2010;30;11;2010;Mardi;0
1006;11;01/12/2010;1;12;2010;Mercredi;0
706;11;02/12/2010;2;12;2010;Jeudi;0
437;11;03/12/2010;3;12;2010;Vendredi;0
220;11;04/12/2010;4;12;2010;Samedi;0
527;11;06/12/2010;6;12;2010;Lundi;0
379;11;07/12/2010;7;12;2010;Mardi;0
294;11;08/12/2010;8;12;2010;Mercredi;0
325;11;09/12/2010;9;12;2010;Jeudi;0
310;11;10/12/2010;10;12;2010;Vendredi;0
181;11;11/12/2010;11;12;2010;Samedi;0
343;11;13/12/2010;13;12;2010;Lundi;0
297;11;14/12/2010;14;12;2010;Mardi;0
287;11;15/12/2010;15;12;2010;Mercredi;0
269;11;16/12/2010;16;12;2010;Jeudi;0
284;11;17/12/2010;17;12;2010;Vendredi;0
158;11;18/12/2010;18;12;2010;Samedi;1
412;11;20/12/2010;20;12;2010;Lundi;1
351;11;21/12/2010;21;12;2010;Mardi;1
271;11;22/12/2010;22;12;2010;Mercredi;1
268;11;23/12/2010;23;12;2010;Jeudi;1
129;11;24/12/2010;24;12;2010;Vendredi;1
416;11;27/12/2010;27;12;2010;Lundi;1
424;11;28/12/2010;28;12;2010;Mardi;1
530;11;29/12/2010;29;12;2010;Mercredi;1
626;11;30/12/2010;30;12;2010;Jeudi;1
484;11;31/12/2010;31;12;2010;Vendredi;1
1145;12;03/01/2011;3;1;2011;Lundi;0
803;12;04/01/2011;4;1;2011;Mardi;0
657;12;05/01/2011;5;1;2011;Mercredi;0
495;12;06/01/2011;6;1;2011;Jeudi;0
435;12;07/01/2011;7;1;2011;Vendredi;0
220;12;08/01/2011;8;1;2011;Samedi;0
495;12;10/01/2011;10;1;2011;Lundi;0
397;12;11/01/2011;11;1;2011;Mardi;0
431;12;12/01/2011;12;1;2011;Mercredi;0
369;12;13/01/2011;13;1;2011;Jeudi;0
282;12;14/01/2011;14;1;2011;Vendredi;0
122;12;15/01/2011;15;1;2011;Samedi;0
401;12;17/01/2011;17;1;2011;Lundi;0
290;12;18/01/2011;18;1;2011;Mardi;0
391;12;19/01/2011;19;1;2011;Mercredi;0
348;12;20/01/2011;20;1;2011;Jeudi;0
341;12;21/01/2011;21;1;2011;Vendredi;0
172;12;22/01/2011;22;1;2011;Samedi;0
457;12;24/01/2011;24;1;2011;Lundi;0
431;12;25/01/2011;25;1;2011;Mardi;0
375;12;26/01/2011;26;1;2011;Mercredi;0
478;12;27/01/2011;27;1;2011;Jeudi;0
534;12;28/01/2011;28;1;2011;Vendredi;0
365;12;29/01/2011;29;1;2011;Samedi;0
1196;12;31/01/2011;31;1;2011;Lundi;0
901;13;01/02/2011;1;2;2011;Mardi;0
614;13;02/02/2011;2;2;2011;Mercredi;0
442;13;03/02/2011;3;2;2011;Jeudi;0
400;13;04/02/2011;4;2;2011;Vendredi;0
216;13;05/02/2011;5;2;2011;Samedi;0
440;13;07/02/2011;7;2;2011;Lundi;0
349;13;08/02/2011;8;2;2011;Mardi;0
321;13;09/02/2011;9;2;2011;Mercredi;0
305;13;10/02/2011;10;2;2011;Jeudi;0
272;13;11/02/2011;11;2;2011;Vendredi;0
145;13;12/02/2011;12;2;2011;Samedi;0
297;13;14/02/2011;14;2;2011;Lundi;0
250;13;15/02/2011;15;2;2011;Mardi;0
321;13;16/02/2011;16;2;2011;Mercredi;0
273;13;17/02/2011;17;2;2011;Jeudi;0
343;13;18/02/2011;18;2;2011;Vendredi;0
188;13;19/02/2011;19;2;2011;Samedi;1
406;13;21/02/2011;21;2;2011;Lundi;1
438;13;22/02/2011;22;2;2011;Mardi;1
392;13;23/02/2011;23;2;2011;Mercredi;1
373;13;24/02/2011;24;2;2011;Jeudi;1
512;13;25/02/2011;25;2;2011;Vendredi;1
262;13;26/02/2011;26;2;2011;Samedi;1
1153;13;28/02/2011;28;2;2011;Lundi;1
973;14;01/03/2011;1;3;2011;Mardi;1
658;14;02/03/2011;2;3;2011;Mercredi;1
446;14;03/03/2011;3;3;2011;Jeudi;1
415;14;04/03/2011;4;3;2011;Vendredi;1
243;14;05/03/2011;5;3;2011;Samedi;1
602;14;07/03/2011;7;3;2011;Lundi;0
477;14;08/03/2011;8;3;2011;Mardi;0
442;14;09/03/2011;9;3;2011;Mercredi;0
330;14;10/03/2011;10;3;2011;Jeudi;0
300;14;11/03/2011;11;3;2011;Vendredi;0
185;14;12/03/2011;12;3;2011;Samedi;0
357;14;14/03/2011;14;3;2011;Lundi;0
360;14;15/03/2011;15;3;2011;Mardi;0
327;14;16/03/2011;16;3;2011;Mercredi;0
316;14;17/03/2011;17;3;2011;Jeudi;0
279;14;18/03/2011;18;3;2011;Vendredi;0
188;14;19/03/2011;19;3;2011;Samedi;0
484;14;21/03/2011;21;3;2011;Lundi;0
446;14;22/03/2011;22;3;2011;Mardi;0
410;14;23/03/2011;23;3;2011;Mercredi;0
362;14;24/03/2011;24;3;2011;Jeudi;0
398;14;25/03/2011;25;3;2011;Vendredi;0
220;14;26/03/2011;26;3;2011;Samedi;0
497;14;28/03/2011;28;3;2011;Lundi;0
592;14;29/03/2011;29;3;2011;Mardi;0
772;14;30/03/2011;30;3;2011;Mercredi;0
927;14;31/03/2011;31;3;2011;Jeudi;0
886;15;01/04/2011;1;4;2011;Vendredi;0
357;15;02/04/2011;2;4;2011;Samedi;0
696;15;04/04/2011;4;4;2011;Lundi;0
553;15;05/04/2011;5;4;2011;Mardi;0
500;15;06/04/2011;6;4;2011;Mercredi;0
382;15;07/04/2011;7;4;2011;Jeudi;0
352;15;08/04/2011;8;4;2011;Vendredi;0
179;15;09/04/2011;9;4;2011;Samedi;0
355;15;11/04/2011;11;4;2011;Lundi;0
312;15;12/04/2011;12;4;2011;Mardi;0
294;15;13/04/2011;13;4;2011;Mercredi;0
310;15;14/04/2011;14;4;2011;Jeudi;0
272;15;15/04/2011;15;4;2011;Vendredi;0
158;15;16/04/2011;16;4;2011;Samedi;1
286;15;18/04/2011;18;4;2011;Lundi;1
249;15;19/04/2011;19;4;2011;Mardi;1
295;15;20/04/2011;20;4;2011;Mercredi;1
261;15;21/04/2011;21;4;2011;Jeudi;1
236;15;22/04/2011;22;4;2011;Vendredi;1
98;15;23/04/2011;23;4;2011;Samedi;1
413;15;26/04/2011;26;4;2011;Mardi;1
410;15;27/04/2011;27;4;2011;Mercredi;1
457;15;28/04/2011;28;4;2011;Jeudi;1
677;15;29/04/2011;29;4;2011;Vendredi;1
472;15;30/04/2011;30;4;2011;Samedi;1
1005;16;02/05/2011;2;5;2011;Lundi;0
703;16;03/05/2011;3;5;2011;Mardi;0
527;16;04/05/2011;4;5;2011;Mercredi;0
398;16;05/05/2011;5;5;2011;Jeudi;0
345;16;06/05/2011;6;5;2011;Vendredi;0
168;16;07/05/2011;7;5;2011;Samedi;0
440;16;09/05/2011;9;5;2011;Lundi;0
398;16;10/05/2011;10;5;2011;Mardi;0
358;16;11/05/2011;11;5;2011;Mercredi;0
255;16;12/05/2011;12;5;2011;Jeudi;0
230;16;13/05/2011;13;5;2011;Vendredi;0
119;16;14/05/2011;14;5;2011;Samedi;0
300;16;16/05/2011;16;5;2011;Lundi;0
269;16;17/05/2011;17;5;2011;Mardi;0
309;16;18/05/2011;18;5;2011;Mercredi;0
235;16;19/05/2011;19;5;2011;Jeudi;0
300;16;20/05/2011;20;5;2011;Vendredi;0
160;16;21/05/2011;21;5;2011;Samedi;0
364;16;23/05/2011;23;5;2011;Lundi;0
331;16;24/05/2011;24;5;2011;Mardi;0
365;16;25/05/2011;25;5;2011;Mercredi;0
370;16;26/05/2011;26;5;2011;Jeudi;0
479;16;27/05/2011;27;5;2011;Vendredi;0
236;16;28/05/2011;28;5;2011;Samedi;0
754;16;30/05/2011;30;5;2011;Lundi;0
914;16;31/05/2011;31;5;2011;Mardi;0
766;17;01/06/2011;1;6;2011;Mercredi;0
478;17;03/06/2011;3;6;2011;Vendredi;0
145;17;04/06/2011;4;6;2011;Samedi;0
600;17;06/06/2011;6;6;2011;Lundi;0
406;17;07/06/2011;7;6;2011;Mardi;0
418;17;08/06/2011;8;6;2011;Mercredi;0
315;17;09/06/2011;9;6;2011;Jeudi;0
272;17;10/06/2011;10;6;2011;Vendredi;0
101;17;11/06/2011;11;6;2011;Samedi;0
360;17;14/06/2011;14;6;2011;Mardi;0
290;17;15/06/2011;15;6;2011;Mercredi;0
253;17;16/06/2011;16;6;2011;Jeudi;0
216;17;17/06/2011;17;6;2011;Vendredi;0
115;17;18/06/2011;18;6;2011;Samedi;0
402;17;20/06/2011;20;6;2011;Lundi;0
348;17;21/06/2011;21;6;2011;Mardi;0
337;17;22/06/2011;22;6;2011;Mercredi;0
312;17;23/06/2011;23;6;2011;Jeudi;0
373;17;24/06/2011;24;6;2011;Vendredi;0
167;17;25/06/2011;25;6;2011;Samedi;0
449;17;27/06/2011;27;6;2011;Lundi;0
501;17;28/06/2011;28;6;2011;Mardi;0
648;17;29/06/2011;29;6;2011;Mercredi;0
956;17;30/06/2011;30;6;2011;Jeudi;0
797;18;01/07/2011;1;7;2011;Vendredi;0
301;18;02/07/2011;2;7;2011;Samedi;1
557;18;04/07/2011;4;7;2011;Lundi;1
534;18;05/07/2011;5;7;2011;Mardi;1
436;18;06/07/2011;6;7;2011;Mercredi;1
356;18;07/07/2011;7;7;2011;Jeudi;1
326;18;08/07/2011;8;7;2011;Vendredi;1
136;18;09/07/2011;9;7;2011;Samedi;1
334;18;11/07/2011;11;7;2011;Lundi;1
260;18;12/07/2011;12;7;2011;Mardi;1
275;18;13/07/2011;13;7;2011;Mercredi;1
214;18;15/07/2011;15;7;2011;Vendredi;1
90;18;16/07/2011;16;7;2011;Samedi;1
253;18;18/07/2011;18;7;2011;Lundi;1
251;18;19/07/2011;19;7;2011;Mardi;1
313;18;20/07/2011;20;7;2011;Mercredi;1
266;18;21/07/2011;21;7;2011;Jeudi;1
258;18;22/07/2011;22;7;2011;Vendredi;1
132;18;23/07/2011;23;7;2011;Samedi;1
376;18;25/07/2011;25;7;2011;Lundi;1
335;18;26/07/2011;26;7;2011;Mardi;1
344;18;27/07/2011;27;7;2011;Mercredi;1
386;18;28/07/2011;28;7;2011;Jeudi;1
496;18;29/07/2011;29;7;2011;Vendredi;1
337;18;30/07/2011;30;7;2011;Samedi;1
746;19;01/08/2011;1;8;2011;Lundi;1
519;19;02/08/2011;2;8;2011;Mardi;1
366;19;03/08/2011;3;8;2011;Mercredi;1
277;19;04/08/2011;4;8;2011;Jeudi;1
251;19;05/08/2011;5;8;2011;Vendredi;1
111;19;06/08/2011;6;8;2011;Samedi;1
318;19;08/08/2011;8;8;2011;Lundi;1
330;19;09/08/2011;9;8;2011;Mardi;1
281;19;10/08/2011;10;8;2011;Mercredi;1
261;19;11/08/2011;11;8;2011;Jeudi;1
221;19;12/08/2011;12;8;2011;Vendredi;1
126;19;13/08/2011;13;8;2011;Samedi;1
322;19;16/08/2011;16;8;2011;Mardi;1
260;19;17/08/2011;17;8;2011;Mercredi;1
261;19;18/08/2011;18;8;2011;Jeudi;1
315;19;19/08/2011;19;8;2011;Vendredi;1
172;19;20/08/2011;20;8;2011;Samedi;1
453;19;22/08/2011;22;8;2011;Lundi;1
490;19;23/08/2011;23;8;2011;Mardi;1
502;19;24/08/2011;24;8;2011;Mercredi;1
454;19;25/08/2011;25;8;2011;Jeudi;1
476;19;26/08/2011;26;8;2011;Vendredi;1
312;19;27/08/2011;27;8;2011;Samedi;1
835;19;29/08/2011;29;8;2011;Lundi;1
959;19;30/08/2011;30;8;2011;Mardi;1
1158;19;31/08/2011;31;8;2011;Mercredi;1
1161;20;01/09/2011;1;9;2011;Jeudi;1
1134;20;02/09/2011;2;9;2011;Vendredi;1
621;20;03/09/2011;3;9;2011;Samedi;1
1204;20;05/09/2011;5;9;2011;Lundi;0
1060;20;06/09/2011;6;9;2011;Mardi;0
939;20;07/09/2011;7;9;2011;Mercredi;0
780;20;08/09/2011;8;9;2011;Jeudi;0
668;20;09/09/2011;9;9;2011;Vendredi;0
406;20;10/09/2011;10;9;2011;Samedi;0
812;20;12/09/2011;12;9;2011;Lundi;0
651;20;13/09/2011;13;9;2011;Mardi;0
666;20;14/09/2011;14;9;2011;Mercredi;0
499;20;15/09/2011;15;9;2011;Jeudi;0
441;20;16/09/2011;16;9;2011;Vendredi;0
246;20;17/09/2011;17;9;2011;Samedi;0
559;20;19/09/2011;19;9;2011;Lundi;0
552;20;20/09/2011;20;9;2011;Mardi;0
567;20;21/09/2011;21;9;2011;Mercredi;0
472;20;22/09/2011;22;9;2011;Jeudi;0
502;20;23/09/2011;23;9;2011;Vendredi;0
325;20;24/09/2011;24;9;2011;Samedi;0
681;20;26/09/2011;26;9;2011;Lundi;0
635;20;27/09/2011;27;9;2011;Mardi;0
722;20;28/09/2011;28;9;2011;Mercredi;0
762;20;29/09/2011;29;9;2011;Jeudi;0
1004;20;30/09/2011;30;9;2011;Vendredi;0
652;21;01/10/2011;1;10;2011;Samedi;0
1100;21;03/10/2011;3;10;2011;Lundi;0
828;21;04/10/2011;4;10;2011;Mardi;0
730;21;05/10/2011;5;10;2011;Mercredi;0
557;21;06/10/2011;6;10;2011;Jeudi;0
494;21;07/10/2011;7;10;2011;Vendredi;0
230;21;08/10/2011;8;10;2011;Samedi;0
516;21;10/10/2011;10;10;2011;Lundi;0
332;21;11/10/2011;11;10;2011;Mardi;0
380;21;12/10/2011;12;10;2011;Mercredi;0
308;21;13/10/2011;13;10;2011;Jeudi;0
311;21;14/10/2011;14;10;2011;Vendredi;0
206;21;15/10/2011;15;10;2011;Samedi;0
386;21;17/10/2011;17;10;2011;Lundi;0
285;21;18/10/2011;18;10;2011;Mardi;0
354;21;19/10/2011;19;10;2011;Mercredi;0
